year,country,primary_energy_consumption,renewables_share_energy,population,gdp
1965,Algeria,24.833,4.763,12381262.0,35661975552.0
1966,Algeria,29.833,3.519,12613398.0,33932634112.0
1967,Algeria,28.247,4.292,12897121.0,37094768640.0
1968,Algeria,30.345,5.486,13190979.0,41423888384.0
1969,Algeria,33.539,3.183,13491022.0,45387460608.0
1970,Algeria,36.759,4.666,13795915.0,49945669632.0
1971,Algeria,39.733,2.456,14110269.0,45701218304.0
1972,Algeria,44.648,3.278,14439750.0,55293906944.0
1973,Algeria,53.251,4.176,14786473.0,57097850880.0
1974,Algeria,58.909,2.495,15153601.0,60577882112.0
1975,Algeria,70.37,1.378,15724698.0,64883814400.0
1976,Algeria,82.102,1.401,16500516.0,69150105600.0
1977,Algeria,90.213,0.882,17134196.0,75438030848.0
1978,Algeria,113.361,0.652,17632646.0,85103919104.0
1979,Algeria,148.54,0.579,18166982.0,92753895424.0
1980,Algeria,177.143,0.429,18739378.0,94481653760.0
1981,Algeria,215.186,0.503,19351356.0,96860520448.0
1982,Algeria,248.112,0.571,20000098.0,103073660928.0
1983,Algeria,270.967,0.256,20682110.0,108430385152.0
1984,Algeria,260.196,0.514,21393532.0,114406670336.0
1985,Algeria,262.297,0.728,22132910.0,120364212224.0
1986,Algeria,277.491,0.266,22882560.0,119145037824.0
1987,Algeria,285.168,0.517,23586098.0,118321217536.0
1988,Algeria,305.422,0.177,24243024.0,115821715456.0
1989,Algeria,297.068,0.225,24889516.0,119762436096.0
1990,Algeria,314.974,0.127,25518074.0,117843181568.0
1991,Algeria,312.095,0.278,26133906.0,121105154048.0
1992,Algeria,320.227,0.184,26748302.0,127982673920.0
1993,Algeria,297.995,0.35,27354326.0,130275762176.0
1994,Algeria,301.921,0.163,27937006.0,134279872512.0
1995,Algeria,313.145,0.182,28478024.0,145054695424.0
1996,Algeria,309.925,0.129,28984640.0,156579102720.0
1997,Algeria,297.86,0.074,29476030.0,164644454400.0
1998,Algeria,308.349,0.206,29924664.0,179962871808.0
1999,Algeria,311.434,0.193,30346086.0,193179811840.0
2000,Algeria,299.946,0.053,30774624.0,208554147840.0
2001,Algeria,310.813,0.065,31200984.0,223420301312.0
2002,Algeria,321.951,0.052,31624700.0,245360885760.0
2003,Algeria,336.922,0.228,32055882.0,273568645120.0
2004,Algeria,349.778,0.207,32510184.0,296773615616.0
2005,Algeria,366.272,0.434,32956690.0,326854475776.0
2006,Algeria,379.22,0.163,33435082.0,345705349120.0
2007,Algeria,399.64,0.16,33983836.0,371665207296.0
2008,Algeria,423.557,0.188,34569592.0,395658559488.0
2009,Algeria,448.859,0.213,35196040.0,418247671808.0
2010,Algeria,438.995,0.115,35856348.0,450705883136.0
2011,Algeria,464.488,0.235,36543548.0,482034778112.0
2012,Algeria,507.672,0.225,37260568.0,497923358720.0
2013,Algeria,536.977,0.065,38000628.0,511887736832.0
2014,Algeria,585.613,0.118,38760168.0,531308085248.0
2015,Algeria,617.518,0.097,39543148.0,551519125504.0
2016,Algeria,616.996,0.146,40339328.0,574696128512.0
2017,Algeria,623.795,0.247,41136548.0,582167232512.0
2018,Algeria,669.62,0.288,41927008.0,590317551616.0
1965,Argentina,328.528,1.103,22053662.0,226284879872.0
1966,Argentina,339.175,1.082,22403120.0,227834527744.0
1967,Argentina,349.032,1.077,22757014.0,233929097216.0
1968,Argentina,360.844,1.227,23112976.0,243886489600.0
1969,Argentina,372.911,1.065,23472030.0,264721498112.0
1970,Argentina,353.487,1.353,23842804.0,278897360896.0
1971,Argentina,374.742,1.27,24223380.0,292438867968.0
1972,Argentina,379.448,1.235,24612798.0,301570162688.0
1973,Argentina,396.458,2.284,25020592.0,319937937408.0
1974,Argentina,412.278,3.63,25449752.0,340686405632.0
1975,Argentina,402.571,3.866,25875562.0,337656020992.0
1976,Argentina,422.714,3.554,26290258.0,336841146368.0
1977,Argentina,441.458,3.909,26713780.0,357157961728.0
1978,Argentina,442.127,5.227,27146124.0,341466742784.0
1979,Argentina,474.656,6.703,27584138.0,365906460672.0
1980,Argentina,472.019,9.552,28024808.0,371076956160.0
1981,Argentina,457.964,9.542,28471284.0,349782016000.0
1982,Argentina,466.513,11.229,28922768.0,338761515008.0
1983,Argentina,485.764,11.314,29377144.0,350706597888.0
1984,Argentina,487.344,12.136,29832200.0,357844353024.0
1985,Argentina,481.619,12.76,30287120.0,334171439104.0
1986,Argentina,508.885,12.298,30748332.0,358634684416.0
1987,Argentina,531.837,12.247,31216450.0,367893610496.0
1988,Argentina,540.738,8.417,31690790.0,360921169920.0
1989,Argentina,521.441,7.543,32165770.0,338520801280.0
1990,Argentina,513.022,10.292,32637658.0,338751160320.0
1991,Argentina,521.347,9.081,33105766.0,376057921536.0
1992,Argentina,559.309,10.207,33568280.0,416679788544.0
1993,Argentina,577.843,12.216,34027240.0,444780216320.0
1994,Argentina,608.761,13.306,34488696.0,472926748672.0
1995,Argentina,628.236,12.535,34946116.0,461601013760.0
1996,Argentina,657.128,10.225,35389360.0,489406464000.0
1997,Argentina,664.755,12.514,35815968.0,531526418432.0
1998,Argentina,688.425,11.482,36233196.0,554567008256.0
1999,Argentina,696.066,9.225,36653032.0,538270564352.0
2000,Argentina,698.777,12.283,37070772.0,536481038336.0
2001,Argentina,682.524,15.936,37480492.0,515221291008.0
2002,Argentina,654.474,16.248,37885024.0,461203406848.0
2003,Argentina,701.506,14.407,38278164.0,504301027328.0
2004,Argentina,744.817,12.186,38668796.0,552377778176.0
2005,Argentina,790.507,12.79,39070504.0,604065431552.0
2006,Argentina,830.543,13.45,39476856.0,655699017728.0
2007,Argentina,865.645,10.613,39876116.0,718084636672.0
2008,Argentina,877.178,10.447,40273768.0,750663630848.0
2009,Argentina,852.511,11.798,40684344.0,709525635072.0
2010,Argentina,883.969,11.65,41100124.0,784986275840.0
2011,Argentina,909.091,10.914,41520736.0,835970465792.0
2012,Argentina,943.706,10.177,41952364.0,827404779520.0
2013,Argentina,981.398,10.94,42388268.0,847305113600.0
2014,Argentina,979.858,11.039,42824064.0,825981468672.0
2015,Argentina,996.94,10.893,43257064.0,847854960640.0
2016,Argentina,992.424,10.172,43668236.0,828372942848.0
2017,Argentina,991.397,10.979,44054616.0,850482233344.0
2018,Argentina,984.346,11.332,44413592.0,829373284352.0
1965,Australia,425.76,5.563,11359442.0,185112117248.0
1966,Australia,446.102,5.072,11592675.0,190257577984.0
1967,Australia,473.093,4.95,11809114.0,203110694912.0
1968,Australia,501.694,4.865,12027268.0,215046504448.0
1969,Australia,522.428,5.087,12268351.0,228127293440.0
1970,Australia,570.102,5.421,12595038.0,242644631552.0
1971,Australia,598.808,5.823,12993837.0,253439754240.0
1972,Australia,626.095,5.599,13300319.0,260535648256.0
1973,Australia,669.356,5.589,13513318.0,274659475456.0
1974,Australia,711.901,5.955,13713392.0,281474170880.0
1975,Australia,723.9,6.297,13886865.0,289102987264.0
1976,Australia,749.088,5.793,14038078.0,300755714048.0
1977,Australia,785.969,5.27,14193365.0,303887974400.0
1978,Australia,811.221,5.509,14355814.0,312728256512.0
1979,Australia,841.291,5.166,14520529.0,329194274816.0
1980,Australia,844.247,4.862,14706329.0,335756460032.0
1981,Australia,857.794,4.93,14930055.0,348726755328.0
1982,Australia,849.919,4.637,15168446.0,348301459456.0
1983,Australia,820.939,4.534,15383079.0,348353560576.0
1984,Australia,852.42,4.718,15579478.0,372379582464.0
1985,Australia,877.57,4.863,15785685.0,391229276160.0
1986,Australia,894.905,4.799,16012299.0,399344402432.0
1987,Australia,921.182,4.533,16259251.0,419094036480.0
1988,Australia,963.451,4.642,16525901.0,437912797184.0
1989,Australia,1012.084,4.42,16796586.0,457176154112.0
1990,Australia,1033.059,4.459,17048002.0,464136601600.0
1991,Australia,1025.306,4.74,17271092.0,461003816960.0
1992,Australia,1042.188,4.732,17462500.0,477843226624.0
1993,Australia,1064.078,4.759,17631514.0,500840595456.0
1994,Australia,1105.466,4.527,17805506.0,527346171904.0
1995,Australia,1154.299,4.24,18003002.0,549172871168.0
1996,Australia,1188.137,4.237,18211850.0,574551425024.0
1997,Australia,1217.288,4.146,18410254.0,600621056000.0
1998,Australia,1246.331,4.038,18601666.0,634305052672.0
1999,Australia,1297.347,4.009,18800892.0,664206835712.0
2000,Australia,1305.259,3.989,19017968.0,691886620672.0
2001,Australia,1315.385,3.871,19248146.0,713625763840.0
2002,Australia,1341.745,3.931,19475842.0,746683498496.0
2003,Australia,1360.862,4.015,19699004.0,773868617728.0
2004,Australia,1404.444,4.037,19925060.0,809419735040.0
2005,Australia,1410.35,4.314,20171732.0,840554577920.0
2006,Australia,1470.838,4.233,20467032.0,868838998016.0
2007,Australia,1506.167,3.977,20830832.0,913875861504.0
2008,Australia,1531.745,3.681,21247876.0,942108901376.0
2009,Australia,1509.545,3.92,21660898.0,964937515008.0
2010,Australia,1508.839,4.313,22019166.0,994067742720.0
2011,Australia,1558.602,5.688,22357032.0,1026035417088.0
2012,Australia,1536.113,5.688,22729272.0,1064162361344.0
2013,Australia,1555.586,6.512,23111788.0,1087110184960.0
2014,Australia,1566.458,5.967,23469578.0,1117472423936.0
2015,Australia,1601.552,6.282,23820240.0,1145386827776.0
2016,Australia,1606.766,7.186,24195706.0,1176481300480.0
2017,Australia,1601.97,6.743,24590336.0,1205343092736.0
2018,Australia,1625.465,8.278,24979228.0,1238559621120.0
1965,Austria,189.498,25.096,7269892.0,89635520512.0
1966,Austria,198.325,25.84,7320920.0,94674313216.0
1967,Austria,200.363,26.119,7375632.0,97560797184.0
1968,Austria,214.242,25.099,7413813.0,101902467072.0
1969,Austria,221.926,22.275,7439324.0,108304556032.0
1970,Austria,254.149,24.77,7465310.0,116016111616.0
1971,Austria,253.084,19.652,7498548.0,121950339072.0
1972,Austria,261.826,19.524,7542083.0,129526390784.0
1973,Austria,281.51,20.177,7584024.0,135852146688.0
1974,Austria,282.962,23.735,7597028.0,141212925952.0
1975,Austria,281.064,25.034,7576929.0,140694749184.0
1976,Austria,290.894,20.905,7563509.0,147134332928.0
1977,Austria,291.598,25.271,7566357.0,154017546240.0
1978,Austria,304.19,24.245,7560248.0,153461850112.0
1979,Austria,322.217,25.784,7547482.0,161829470208.0
1980,Austria,320.874,26.826,7547564.0,165574164480.0
1981,Austria,311.52,29.281,7566318.0,165408178176.0
1982,Austria,301.322,30.32,7571291.0,168565440512.0
1983,Austria,300.495,30.118,7559110.0,173293649920.0
1984,Austria,297.469,26.69,7558564.0,173865910272.0
1985,Austria,315.806,29.769,7562114.0,177760567296.0
1986,Austria,316.435,30.178,7567247.0,181932965888.0
1987,Austria,334.019,32.194,7572379.0,184993447936.0
1988,Austria,329.132,32.733,7583766.0,190845943808.0
1989,Austria,330.973,32.409,7619393.0,198919356416.0
1990,Austria,335.167,28.909,7678732.0,207979118592.0
1991,Austria,351.513,27.587,7755640.0,215992565760.0
1992,Austria,345.971,31.037,7840816.0,221400842240.0
1993,Austria,352.125,32.088,7905280.0,223463030784.0
1994,Austria,349.969,31.296,7935366.0,229749260288.0
1995,Austria,367.031,31.516,7947293.0,236824444928.0
1996,Austria,367.504,28.951,7958043.0,243480772608.0
1997,Austria,375.268,29.964,7967086.0,249847267328.0
1998,Austria,381.282,30.442,7975856.0,259776266240.0
1999,Austria,390.049,32.248,7991382.0,270186299392.0
2000,Austria,391.416,32.955,8010425.0,280410161152.0
2001,Austria,405.367,30.817,8039633.0,285335945216.0
2002,Austria,406.007,30.325,8078994.0,291225468928.0
2003,Austria,410.254,25.141,8120105.0,294604374016.0
2004,Austria,417.87,27.634,8171215.0,303786426368.0
2005,Austria,425.459,27.929,8227034.0,311537598464.0
2006,Austria,421.009,28.572,8267771.0,323263922176.0
2007,Austria,411.992,30.967,8294720.0,336315973632.0
2008,Austria,420.009,31.33,8321134.0,342890905600.0
2009,Austria,406.845,34.317,8342939.0,331192238080.0
2010,Austria,420.157,31.599,8362829.0,338927091712.0
2011,Austria,396.069,30.51,8391201.0,349843128320.0
2012,Austria,414.524,35.895,8429641.0,352450904064.0
2013,Austria,411.203,35.275,8479542.0,352913752064.0
2014,Austria,394.798,36.643,8546066.0,355364634624.0
2015,Austria,394.844,35.003,8642422.0,358988120064.0
2016,Austria,407.984,35.699,8736491.0,364218286080.0
2017,Austria,417.204,34.538,8797497.0,373237972992.0
2018,Austria,408.313,34.528,8840518.0,382269456384.0
1985,Azerbaijan,234.951,1.652,6891144.0,57181876224.0
1986,Azerbaijan,252.834,0.941,7009132.0,58704584704.0
1987,Azerbaijan,245.023,0.971,7132688.0,61831430144.0
1988,Azerbaijan,245.204,0.842,7261150.0,65070243840.0
1989,Azerbaijan,250.052,0.826,7348876.0,59803709440.0
1990,Azerbaijan,260.551,1.882,7427840.0,53235601408.0
1991,Azerbaijan,250.351,2.078,7538266.0,53426622464.0
1992,Azerbaijan,214.394,2.41,7643343.0,41795272704.0
1993,Azerbaijan,185.98,3.857,7740112.0,32486443008.0
1994,Azerbaijan,170.865,3.167,7821889.0,26372110336.0
1995,Azerbaijan,160.648,2.864,7889335.0,23188279296.0
1996,Azerbaijan,131.741,3.45,7949107.0,24026394624.0
1997,Azerbaijan,126.155,4.013,8000068.0,26436927488.0
1998,Azerbaijan,126.645,4.555,8041100.0,28328464384.0
1999,Azerbaijan,126.353,3.524,8101447.0,31898568704.0
2000,Azerbaijan,132.055,3.435,8190341.0,34255695872.0
2001,Azerbaijan,127.227,3.004,8282030.0,36862193664.0
2002,Azerbaijan,125.609,4.694,8372128.0,40295239680.0
2003,Azerbaijan,136.035,5.266,8462335.0,44994662400.0
2004,Azerbaijan,153.898,5.159,8556168.0,50107478016.0
2005,Azerbaijan,166.837,5.165,8656243.0,64019197952.0
2006,Azerbaijan,164.092,4.366,8763353.0,87026458624.0
2007,Azerbaijan,151.071,4.425,8878408.0,109944250368.0
2008,Azerbaijan,152.393,4.116,8999697.0,123129995264.0
2009,Azerbaijan,130.857,4.931,9119630.0,136020254720.0
2010,Azerbaijan,128.941,7.42,9237203.0,144296296448.0
2011,Azerbaijan,146.597,5.035,9359018.0,145979441152.0
2012,Azerbaijan,151.168,3.303,9485577.0,149144109056.0
2013,Azerbaijan,154.652,2.765,9614478.0,157789339648.0
2014,Azerbaijan,157.287,2.424,9741879.0,162216067072.0
2015,Azerbaijan,172.005,2.747,9863485.0,163997089792.0
2016,Azerbaijan,170.489,3.331,9976254.0,157812359168.0
2017,Azerbaijan,167.315,3.035,10071569.0,158055383040.0
2018,Azerbaijan,171.55,3.066,10152524.0,160426229760.0
1971,Bangladesh,13.407,3.86,68376208.0,64585773056.0
1972,Bangladesh,15.191,3.407,69346712.0,57036337152.0
1973,Bangladesh,19.48,5.024,71144816.0,57327091712.0
1974,Bangladesh,20.747,3.463,72947808.0,65037824000.0
1975,Bangladesh,21.331,6.044,74700344.0,64196587520.0
1976,Bangladesh,24.893,5.868,76380080.0,67082022912.0
1977,Bangladesh,25.438,5.08,78137792.0,67704295424.0
1978,Bangladesh,27.024,5.537,80007552.0,72709603328.0
1979,Bangladesh,29.795,5.826,81908160.0,76312879104.0
1980,Bangladesh,34.75,4.961,83929768.0,76945170432.0
1981,Bangladesh,36.84,5.017,86154832.0,79474311168.0
1982,Bangladesh,40.641,3.805,88555344.0,80492429312.0
1983,Bangladesh,40.19,4.871,91045480.0,84456194048.0
1984,Bangladesh,43.443,6.106,93534248.0,89004498944.0
1985,Bangladesh,48.274,4.527,95959104.0,91717607424.0
1986,Bangladesh,52.537,2.533,98271752.0,95757516800.0
1987,Bangladesh,57.985,2.637,100490256.0,99663036416.0
1988,Bangladesh,64.576,3.091,102688832.0,102457450496.0
1989,Bangladesh,69.614,3.908,104893672.0,105141755904.0
1990,Bangladesh,73.856,3.539,107147656.0,112105267200.0
1991,Bangladesh,71.255,3.478,109242832.0,117331550208.0
1992,Bangladesh,77.711,3.029,111272104.0,123425128448.0
1993,Bangladesh,85.436,2.104,113418760.0,129907343360.0
1994,Bangladesh,90.69,2.762,115614904.0,137432670208.0
1995,Bangladesh,107.109,1.027,117793336.0,145833066496.0
1996,Bangladesh,112.202,1.948,119876872.0,155028881408.0
1997,Bangladesh,117.891,1.803,122039232.0,165329633280.0
1998,Bangladesh,125.559,2.037,124350472.0,175900622848.0
1999,Bangladesh,126.985,1.94,126754824.0,187796340736.0
2000,Bangladesh,136.121,1.627,129193336.0,200830320640.0
2001,Bangladesh,155.585,1.875,131670488.0,213178122240.0
2002,Bangladesh,156.023,1.401,134139824.0,226307964928.0
2003,Bangladesh,164.916,1.319,136503216.0,242360090624.0
2004,Bangladesh,175.079,1.236,138789728.0,260420370432.0
2005,Bangladesh,189.647,1.136,140912592.0,280327127040.0
2006,Bangladesh,205.209,1.048,142628832.0,303335342080.0
2007,Bangladesh,210.167,1.022,144135936.0,327171244032.0
2008,Bangladesh,222.289,1.224,145421328.0,349580427264.0
2009,Bangladesh,243.676,0.513,146706816.0,372835123200.0
2010,Bangladesh,250.177,0.864,148391136.0,400257024000.0
2011,Bangladesh,271.34,0.952,150211008.0,431620194304.0
2012,Bangladesh,294.774,0.813,152090656.0,458682957824.0
2013,Bangladesh,306.7,0.768,154030144.0,486328205312.0
2014,Bangladesh,318.27,0.63,155961312.0,517114527744.0
2015,Bangladesh,385.227,0.773,157830000.0,552394686464.0
2016,Bangladesh,385.996,0.773,159784576.0,591216050176.0
2017,Bangladesh,403.533,0.852,161793968.0,636054798336.0
2018,Bangladesh,430.493,0.707,163683952.0,686521778176.0
1985,Belarus,408.044,0.014,10133217.0,109799186432.0
1986,Belarus,465.838,0.013,10201675.0,112796188672.0
1987,Belarus,472.619,0.013,10270610.0,114070847488.0
1988,Belarus,479.405,0.012,10333484.0,113655357440.0
1989,Belarus,463.661,0.013,10387611.0,121119309824.0
1990,Belarus,465.972,0.013,10428527.0,116974870528.0
1991,Belarus,464.906,0.011,10457619.0,114005491712.0
1992,Belarus,403.156,0.012,10475912.0,101880774656.0
1993,Belarus,337.112,0.017,10480485.0,93050200064.0
1994,Belarus,281.814,0.02,10475397.0,81212694528.0
1995,Belarus,250.706,0.024,10461694.0,71373348864.0
1996,Belarus,257.138,0.018,10436455.0,72504139776.0
1997,Belarus,260.101,0.024,10400926.0,79868108800.0
1998,Belarus,254.351,0.033,10357472.0,85602467840.0
1999,Belarus,247.417,0.023,10308281.0,87455039488.0
2000,Belarus,255.06,0.031,10256489.0,91419115520.0
2001,Belarus,247.96,0.036,10201212.0,94624129024.0
2002,Belarus,256.526,0.033,10135391.0,98263244800.0
2003,Belarus,254.586,0.032,10065881.0,103937826816.0
2004,Belarus,285.081,0.034,9999713.0,114486460416.0
2005,Belarus,284.15,0.037,9935166.0,123858051072.0
2006,Belarus,302.147,0.036,9874700.0,134674022400.0
2007,Belarus,294.774,0.05,9825990.0,144615653376.0
2008,Belarus,298.66,0.1,9787829.0,157577084928.0
2009,Belarus,282.563,0.197,9757710.0,156010315776.0
2010,Belarus,306.248,0.257,9731426.0,166239846400.0
2011,Belarus,300.733,0.249,9706983.0,173124534272.0
2012,Belarus,325.298,0.263,9693754.0,176014524416.0
2013,Belarus,294.823,0.315,9691143.0,177742299136.0
2014,Belarus,294.944,0.304,9693741.0,180852932608.0
2015,Belarus,267.03,0.357,9700609.0,173928284160.0
2016,Belarus,272.842,0.422,9708111.0,168715976704.0
2017,Belarus,277.869,0.763,9707874.0,172987875328.0
2018,Belarus,307.253,0.626,9695573.0,178435260416.0
1965,Belgium,412.941,0.195,9412091.0,128900431872.0
1966,Belgium,397.859,0.222,9466114.0,133004615680.0
1967,Belgium,417.655,0.169,9515229.0,138196549632.0
1968,Belgium,465.417,0.155,9556258.0,143933308928.0
1969,Belgium,510.775,0.133,9592105.0,153505202176.0
1970,Belgium,539.591,0.135,9629376.0,163013754880.0
1971,Belgium,529.334,0.075,9666396.0,169133342720.0
1972,Belgium,562.733,0.095,9700295.0,178026053632.0
1973,Belgium,570.326,0.154,9727987.0,188915220480.0
1974,Belgium,550.783,0.191,9749063.0,196850466816.0
1975,Belgium,518.019,0.156,9763432.0,194240675840.0
1976,Belgium,549.579,0.092,9773540.0,205206880256.0
1977,Belgium,550.602,0.264,9786372.0,206503346176.0
1978,Belgium,574.714,0.259,9800204.0,212370669568.0
1979,Belgium,591.323,0.287,9814133.0,217343098880.0
1980,Belgium,566.106,0.314,9828989.0,227067215872.0
1981,Belgium,538.297,0.382,9843594.0,224240631808.0
1982,Belgium,514.88,0.22,9857337.0,227394764800.0
1983,Belgium,498.969,0.213,9866528.0,227376709632.0
1984,Belgium,521.477,0.214,9873600.0,233018720256.0
1985,Belgium,544.368,0.187,9880540.0,235344805888.0
1986,Belgium,561.724,0.248,9887822.0,238862663680.0
1987,Belgium,578.68,0.301,9900226.0,244504592384.0
1988,Belgium,590.204,0.281,9917989.0,256045023232.0
1989,Belgium,594.57,0.258,9937168.0,265237135360.0
1990,Belgium,621.353,0.275,9959565.0,273278730240.0
1991,Belgium,642.88,0.257,9987072.0,278661955584.0
1992,Belgium,641.509,0.294,10016455.0,283324055552.0
1993,Belgium,631.183,0.247,10043738.0,280980160512.0
1994,Belgium,663.908,0.276,10069182.0,290439823360.0
1995,Belgium,672.12,0.305,10095204.0,297776709632.0
1996,Belgium,713.881,0.243,10123230.0,302932623360.0
1997,Belgium,721.262,0.25,10154876.0,314603208704.0
1998,Belgium,735.386,0.317,10188541.0,321260519424.0
1999,Belgium,730.141,0.36,10224223.0,333156122624.0
2000,Belgium,743.348,0.433,10264351.0,345736773632.0
2001,Belgium,736.859,0.449,10309249.0,349022420992.0
2002,Belgium,733.474,0.48,10355569.0,355720200192.0
2003,Belgium,761.691,0.487,10402550.0,358964166656.0
2004,Belgium,764.62,0.606,10456164.0,372527267840.0
2005,Belgium,756.118,0.867,10516979.0,380849782784.0
2006,Belgium,758.241,1.21,10582970.0,390897631232.0
2007,Belgium,763.469,1.415,10653698.0,404735590400.0
2008,Belgium,775.734,1.764,10726720.0,408314871808.0
2009,Belgium,715.849,2.555,10801357.0,399533047808.0
2010,Belgium,764.721,3.191,10877948.0,412203548672.0
2011,Belgium,713.592,4.078,10955742.0,420970561536.0
2012,Belgium,684.924,5.148,11031140.0,421100945408.0
2013,Belgium,701.93,5.46,11103260.0,421204131840.0
2014,Belgium,650.872,6.152,11176727.0,428582862848.0
2015,Belgium,657.443,6.798,11248306.0,434918719488.0
2016,Belgium,709.499,6.483,11316837.0,439359012864.0
2017,Belgium,716.052,7.061,11384491.0,447723831296.0
2018,Belgium,714.219,7.538,11448598.0,454384320512.0
1965,Brazil,273.87,27.549,84623752.0,300547047424.0
1966,Brazil,298.78,27.618,86979288.0,320583729152.0
1967,Brazil,309.579,27.88,89323288.0,334149091328.0
1968,Brazil,353.486,25.556,91659248.0,366804795392.0
1969,Brazil,385.812,25.056,94000384.0,401601724416.0
1970,Brazil,453.364,27.117,96369888.0,443496726528.0
1971,Brazil,505.227,26.374,98766288.0,493683376128.0
1972,Brazil,576.983,27.116,101194392.0,552789540864.0
1973,Brazil,679.622,26.067,103666904.0,629980135424.0
1974,Brazil,757.394,26.415,106167376.0,681263693824.0
1975,Brazil,799.321,27.49,108700512.0,716641599488.0
1976,Brazil,875.158,28.667,111286504.0,790037659648.0
1977,Brazil,933.365,30.686,113939888.0,828975480832.0
1978,Brazil,1032.268,30.964,116664384.0,870261981184.0
1979,Brazil,1126.455,32.517,119447304.0,929101316096.0
1980,Brazil,1153.122,35.244,122288384.0,1014791995392.0
1981,Brazil,1130.038,36.324,125168064.0,971272355840.0
1982,Brazil,1188.162,37.797,128065104.0,978935414784.0
1983,Brazil,1201.787,41.029,130977376.0,950507864064.0
1984,Brazil,1279.698,42.655,133888776.0,1001891168256.0
1985,Brazil,1371.653,43.111,136783184.0,1080097308672.0
1986,Brazil,1446.851,42.787,139643360.0,1160963031040.0
1987,Brazil,1486.949,42.404,142466272.0,1201712791552.0
1988,Brazil,1532.864,43.933,145253984.0,1200534847488.0
1989,Brazil,1576.284,44.167,148003424.0,1238775496704.0
1990,Brazil,1565.992,44.531,150706448.0,1185475198976.0
1991,Brazil,1616.594,45.269,153336448.0,1212665823232.0
1992,Brazil,1639.306,45.736,155900784.0,1220990205952.0
1993,Brazil,1715.203,45.985,158440864.0,1296907370496.0
1994,Brazil,1798.857,45.495,160980480.0,1389944766464.0
1995,Brazil,1912.793,44.733,163515328.0,1466460143616.0
1996,Brazil,2025.349,44.3,166037120.0,1517464190976.0
1997,Brazil,2153.253,43.421,168546704.0,1588456587264.0
1998,Brazil,2229.139,43.594,171039808.0,1613655572480.0
1999,Brazil,2254.618,43.436,173486272.0,1641348464640.0
2000,Brazil,2356.764,42.443,175873712.0,1734491242496.0
2001,Brazil,2297.833,38.569,178211888.0,1780379287552.0
2002,Brazil,2350.13,40.181,180476688.0,1857599307776.0
2003,Brazil,2394.621,41.649,182629280.0,1902060896256.0
2004,Brazil,2511.056,41.636,184722048.0,2036566851584.0
2005,Brazil,2576.396,42.512,186797344.0,2127880912896.0
2006,Brazil,2647.395,42.398,188820688.0,2239747850240.0
2007,Brazil,2817.879,43.479,190779456.0,2405103566848.0
2008,Brazil,2939.233,42.632,192672320.0,2559006998528.0
2009,Brazil,2918.588,45.542,194517552.0,2587477671936.0
2010,Brazil,3185.037,43.858,196353504.0,2816706084864.0
2011,Brazil,3295.79,43.935,198185296.0,2965069889536.0
2012,Brazil,3392.321,41.7,199977712.0,3022025654272.0
2013,Brazil,3473.939,39.927,201721776.0,3112905998336.0
2014,Brazil,3564.418,38.843,203459648.0,3128572510208.0
2015,Brazil,3516.957,40.034,205188208.0,3270706200576.0
2016,Brazil,3432.166,42.978,206859584.0,2889037381632.0
2017,Brazil,3462.993,42.651,208504960.0,2926999240704.0
2018,Brazil,3475.968,45.428,210166592.0,2965401501696.0
1965,Bulgaria,119.926,4.931,8245080.0,50331992064.0
1966,Bulgaria,128.565,4.623,8308898.0,54296723456.0
1967,Bulgaria,149.341,4.004,8369839.0,57224216576.0
1968,Bulgaria,166.938,2.312,8438287.0,58277543936.0
1969,Bulgaria,186.068,2.923,8512917.0,61114011648.0
1970,Bulgaria,209.358,3.039,8582960.0,64588677120.0
1971,Bulgaria,217.997,2.943,8646261.0,66703388672.0
1972,Bulgaria,224.318,2.762,8700151.0,69853151232.0
1973,Bulgaria,233.074,3.261,8753492.0,72614658048.0
1974,Bulgaria,240.031,2.562,8810681.0,74897571840.0
1975,Bulgaria,265.313,2.734,8860971.0,81059299328.0
1976,Bulgaria,281.004,3.108,8902475.0,83479281664.0
1977,Bulgaria,296.127,3.524,8935448.0,82674409472.0
1978,Bulgaria,306.622,2.805,8958270.0,84458676224.0
1979,Bulgaria,318.254,3.076,8974434.0,87710556160.0
1980,Bulgaria,335.992,3.268,8980602.0,85198544896.0
1981,Bulgaria,331.034,3.232,8978415.0,87452688384.0
1982,Bulgaria,339.126,2.659,8970487.0,90290364416.0
1983,Bulgaria,341.428,2.904,8956441.0,88586043392.0
1984,Bulgaria,339.449,2.84,8939492.0,91505852416.0
1985,Bulgaria,336.879,1.964,8917080.0,88756019200.0
1986,Bulgaria,343.634,2.002,8892099.0,91110694912.0
1987,Bulgaria,346.295,2.166,8865756.0,91271725056.0
1988,Bulgaria,354.368,2.166,8835822.0,90700488704.0
1989,Bulgaria,351.288,2.265,8804436.0,89073467392.0
1990,Bulgaria,325.142,1.708,8767778.0,79352520704.0
1991,Bulgaria,263.109,2.743,8721659.0,73266159616.0
1992,Bulgaria,247.564,2.464,8668545.0,68357816320.0
1993,Bulgaria,264.06,2.175,8611541.0,68791803904.0
1994,Bulgaria,254.049,1.709,8548469.0,70739017728.0
1995,Bulgaria,273.073,2.506,8477584.0,73463005184.0
1996,Bulgaria,271.998,3.173,8401382.0,67407642624.0
